n,p,f,x,y,z,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,g1,g2,l1,l2,l3,l4,e1,e2,cent_price_cor,cent_trans_cor
633,0.5,0.3,26,24,4,2.7,0.24,4.2,0.2,4.6,0.26,1.1,0.26,4.2,0.13,2.1,0.29,0.091,0.8,0.176,0.8,0.082,0.8,0.2,2.7,-0.083,0.298
494,0.5,0.4,22,13,6,2.8,0.23,2.8,0.14,4.9,0.19,1.6,0.15,4,0.24,3.3,0.17,0.073,0.5,0.008,1,0.014,0.7,1.3,2.1,-0.119,0.449
852,0.8,0.4,29,27,2,4.3,0.12,1.2,0.29,3.7,0.28,1.1,0.25,1.1,0.27,1.3,0.12,0.136,1,0.188,1.1,0.098,1.2,0.9,2.2,-0.242,0.403
632,0.9,0.2,24,11,6,2.8,0.28,1,0.22,4.6,0.17,3.1,0.11,2.8,0.11,2.8,0.22,0.05,1.6,0.156,0.7,0.017,1.2,2,1.9,-0.13,0.158
304,0.7,0.4,19,12,1,2.1,0.17,4.6,0.17,2.4,0.18,3,0.28,4.8,0.16,2.9,0.15,0.008,1.2,0.096,1.7,0.033,0.9,0.2,1.3,-0.055,0.182
192,0.5,0.5,17,17,2,2.3,0.23,2,0.12,2.5,0.19,4,0.13,4.2,0.23,2.4,0.17,0.156,0.6,0.037,0.5,0.061,0.7,2,0.5,-0.353,0.4
564,0.6,0.3,10,19,4,3.3,0.13,1.2,0.13,2.8,0.23,4.9,0.29,3.7,0.21,2.1,0.27,0.006,1.3,0.062,1.4,0.036,0.9,2.7,2.2,-0.309,0.47
804,0.8,0.5,13,24,5,4.1,0.15,3,0.25,2.1,0.2,4.9,0.29,4,0.13,4.3,0.18,0.025,0.7,0.004,1.6,0.055,0.9,0.6,0.6,-0.329,0.461
787,0.7,0.4,11,30,8,3.4,0.25,3.7,0.29,1.9,0.23,2,0.23,4.1,0.22,1.3,0.11,0.082,2,0.024,1.5,0.004,1.8,2,0.5,-0.282,0.507
648,0.7,0.5,22,27,9,2.8,0.26,4.4,0.23,3.8,0.2,4.6,0.15,2.4,0.3,1.5,0.17,0.042,1.4,0.14,1,0.086,1.4,2.3,1.7,-0.312,0.411
272,0.6,0.2,24,29,7,3.6,0.2,3.3,0.26,4.3,0.19,2.4,0.22,1.7,0.28,1.2,0.17,0.157,1.2,0.134,0.6,0.083,0.6,0.8,1,-0.305,0.365
848,0.9,0.5,15,26,2,2.9,0.13,2.9,0.11,2.1,0.21,2.4,0.22,1,0.21,3.9,0.17,0.016,1.3,0.052,1.6,0.035,1.5,2.5,0.3,-0.438,0.55
771,0.7,0.2,14,19,9,3.2,0.21,1,0.17,2.3,0.19,4.6,0.12,3.1,0.11,2.8,0.25,0.115,0.6,0.195,1.8,0.017,0.8,1,1.8,-0.225,0.344
138,0.9,0.3,12,16,8,2.4,0.29,3.3,0.14,3.3,0.17,5,0.17,4.8,0.3,3.7,0.17,0.015,0.9,0.01,1.5,0.005,1.3,1.1,1.9,-0.314,0.496
458,0.8,0.3,12,19,1,1.8,0.19,2.8,0.21,2.2,0.29,2.9,0.12,4.1,0.25,2,0.22,0.098,1.7,0.194,1.6,0.022,1.3,1.8,2.9,-0.024,-0.006
588,0.5,0.4,19,25,4,1.5,0.13,3.8,0.21,1.2,0.21,2.8,0.26,1.6,0.24,1.4,0.29,0.067,1.7,0.094,0.7,0.028,1.2,0.2,0.6,-0.155,0.35
359,0.7,0.4,28,18,7,1.2,0.26,5,0.22,3.2,0.19,2.6,0.22,1.1,0.18,4,0.24,0.097,0.7,0.139,0.9,0.042,0.7,1.1,0.3,-0.136,0.105
660,0.6,0.4,27,18,5,4.8,0.27,4,0.24,3,0.14,1.8,0.28,2.8,0.3,4.9,0.12,0.004,0.7,0.067,1.2,0.05,1.4,1,2.6,-0.315,0.448
182,0.8,0.5,18,22,8,2.8,0.18,4.1,0.11,4.3,0.17,4.1,0.2,3.8,0.13,4.3,0.28,0.085,2,0.045,1.6,0.084,0.6,1.5,1.1,-0.052,0.505
986,0.7,0.5,27,15,2,4,0.15,4.3,0.15,2.9,0.21,1.3,0.22,4.8,0.14,4.8,0.19,0.022,2,0.191,0.5,0.085,1.3,1.8,1.9,-0.326,0.423
395,0.8,0.3,11,15,10,2.9,0.16,3.5,0.16,3.4,0.15,4.8,0.25,1,0.27,3.9,0.19,0.102,1.1,0.066,1,0.026,0.6,0.1,1,-0.239,0.334
142,0.8,0.4,11,30,8,3.6,0.12,4.5,0.11,2.5,0.26,3.9,0.15,3.8,0.28,4.9,0.11,0.007,1.5,0.124,1.5,0.058,0.7,0.3,2.1,-0.303,0.443
942,0.5,0.4,20,24,6,2.9,0.26,2.8,0.16,3.5,0.19,1.6,0.23,3.4,0.18,2.6,0.14,0.004,1.3,0.158,1.3,0.063,0.7,1.9,1.6,-0.153,0.373
195,0.6,0.3,14,28,5,3,0.18,4.4,0.28,4,0.13,1.2,0.27,2.7,0.19,3.1,0.2,0.133,0.5,0.158,1.3,0.091,1.5,2.3,1.6,-0.047,0.266
573,0.7,0.5,25,30,5,1.1,0.1,3.1,0.13,1.5,0.13,1.9,0.22,1.5,0.12,2.6,0.2,0.023,1.5,0.024,2,0.064,1.5,2,1.9,-0.121,0.445
218,0.7,0.3,11,23,2,4,0.13,1,0.14,4,0.15,4.1,0.21,4.1,0.11,4.1,0.12,0.163,0.7,0.141,1.7,0.036,0.7,1.3,2.3,-0.315,0.44
555,0.6,0.4,12,18,6,3.3,0.28,3.8,0.19,3.1,0.17,3.5,0.15,2,0.28,4.6,0.19,0.023,1.1,0.106,0.7,0.026,1.8,0.6,1.1,-0.145,0.266
431,0.8,0.2,15,11,1,3.9,0.11,2.5,0.2,1.9,0.24,4,0.15,5,0.26,4.1,0.12,0.163,1.9,0.195,1.3,0.067,1.3,0.5,2.8,-0.343,0.492
741,0.7,0.3,30,15,4,2.3,0.2,3.1,0.23,2.4,0.13,4.8,0.24,2.7,0.27,2.7,0.2,0.092,1.5,0.088,0.5,0.086,1,2,2.3,-0.134,0.32
193,0.7,0.3,28,29,9,2.4,0.14,3.3,0.16,1.7,0.14,4.6,0.16,3.9,0.17,2.8,0.2,0.029,1.8,0.187,1.5,0.018,1.3,2.5,2.8,-0.116,0.108
823,0.7,0.2,23,26,1,2.8,0.26,4.4,0.24,4.6,0.26,4.3,0.19,4.9,0.24,3.6,0.19,0.094,0.9,0.08,1.1,0.08,1.8,1.9,2.7,0.041,0.316
529,0.6,0.4,14,17,3,2.2,0.29,2.9,0.19,2.7,0.29,3.7,0.17,2.7,0.28,1.3,0.19,0.039,1.4,0.1,1,0.037,1.8,2.4,2.8,-0.302,0.364
150,0.5,0.4,22,19,3,3.1,0.11,4.6,0.13,2,0.18,1.8,0.14,3.1,0.29,1.2,0.24,0.007,1.6,0.022,1.5,0.046,0.7,0.7,1.3,-0.508,0.573
389,0.5,0.3,28,20,5,3.6,0.27,2.1,0.29,2.4,0.29,1.8,0.16,2.7,0.24,1.7,0.15,0.103,1,0.138,1.2,0.023,1.1,1.1,0.3,-0.239,0.374
622,0.8,0.3,18,18,10,4,0.14,4.4,0.21,1.3,0.13,3,0.27,4.6,0.23,4.7,0.22,0.019,1.4,0.062,1,0.003,1.2,0.5,1.7,-0.304,0.497
793,0.7,0.3,16,16,10,4.9,0.15,2.2,0.3,1.6,0.12,4,0.3,2.1,0.18,3.5,0.13,0.011,1.8,0.006,1.3,0.04,1.1,1,1.5,-0.219,0.364
222,0.8,0.5,20,22,1,3.9,0.17,2.7,0.18,3.1,0.24,1.8,0.15,3.9,0.14,4.6,0.17,0.065,1.7,0.179,1.9,0.088,1.8,2.6,1.5,-0.246,0.3
524,0.8,0.2,15,29,5,3.4,0.19,2,0.24,2.3,0.15,1.5,0.17,2.4,0.13,2.5,0.16,0.019,0.7,0.128,2,0.063,0.7,0.6,2.2,-0.352,0.518
240,0.6,0.2,28,26,9,1.1,0.14,1.9,0.11,4.8,0.12,3.5,0.29,3.4,0.25,3.4,0.22,0.065,1.9,0.039,1.8,0.097,1.7,2.4,1.2,-0.345,0.528
655,0.7,0.3,13,19,1,2.6,0.2,2.2,0.21,4.9,0.28,3,0.1,4,0.28,4.2,0.12,0.064,2,0.184,1.1,0.037,1.7,0.7,2.2,-0.002,0.308
515,0.7,0.2,14,21,8,2.9,0.11,1.8,0.22,4.6,0.18,3.2,0.21,3,0.11,1.4,0.17,0.095,1.2,0.057,0.5,0.023,1,1.3,1.8,-0.115,0.394
200,0.7,0.3,22,17,6,1.3,0.12,3.4,0.26,1,0.23,4.8,0.15,3.2,0.15,2.5,0.17,0.042,1.5,0.107,1.2,0.085,1.7,1.8,0.5,-0.515,0.202
313,0.7,0.3,30,23,7,2.5,0.23,2.7,0.2,1.8,0.27,1.8,0.16,4,0.14,1.3,0.28,0.019,1.3,0.028,0.7,0.092,1.9,0.6,2,-0.347,0.327
850,0.8,0.3,20,24,9,4.6,0.11,2.4,0.2,4.2,0.2,3.3,0.2,3,0.2,1.3,0.22,0.039,1.3,0.135,1.1,0.053,1.1,0.3,0.2,-0.278,0.434
199,0.8,0.2,30,15,4,1.8,0.21,3.8,0.24,3.2,0.24,2.3,0.1,4.7,0.26,1.8,0.17,0.128,1.6,0.04,0.7,0.072,1.6,0.2,0.5,-0.304,0.379
157,0.8,0.5,29,14,5,2.3,0.22,2.2,0.2,2.6,0.16,4.8,0.27,1.3,0.21,1.9,0.22,0.184,1.6,0.127,0.8,0.067,0.7,2,2.7,-0.097,0.455
724,0.7,0.2,13,24,5,1.1,0.13,4.1,0.11,4.9,0.27,4.3,0.22,1.6,0.13,5,0.29,0.029,0.8,0.165,0.6,0.089,1.4,1.4,1.5,-0.315,0.43
784,0.8,0.3,18,29,6,3.1,0.13,4.2,0.12,2.9,0.21,4.6,0.24,4.9,0.15,4.6,0.24,0.124,1.2,0.188,1.5,0.06,0.6,2,0.3,-0.2,0.399
469,0.7,0.4,19,12,1,2.1,0.21,4.9,0.3,1.4,0.18,2.8,0.29,4.9,0.15,2.4,0.2,0.107,1.6,0.197,1,0.062,0.5,1.1,2.1,-0.187,0.331
488,0.8,0.4,11,25,8,4,0.18,4.2,0.21,4.1,0.28,2.6,0.18,1.1,0.21,3.9,0.27,0.139,1,0.008,0.8,0.008,1.4,0.9,1.1,-0.36,0.452
678,0.8,0.3,23,12,5,4.1,0.22,2.4,0.16,3.9,0.15,4.4,0.17,4.8,0.27,4.5,0.12,0.186,0.6,0.133,0.9,0.039,0.7,2.7,1.5,-0.474,0.492
176,0.8,0.5,12,16,7,3.7,0.13,4.8,0.11,3.5,0.16,4.6,0.23,1.2,0.25,4.4,0.28,0.032,1.5,0.154,1.8,0.096,0.8,0.5,1.3,-0.008,0.348
176,0.5,0.5,11,17,3,5,0.26,2.6,0.24,4.2,0.15,3.9,0.15,2.1,0.1,4.6,0.21,0.056,0.8,0.022,1.2,0.077,0.8,2.6,1.1,-0.541,0.627
152,0.6,0.4,16,19,1,3.4,0.23,4.6,0.16,1.4,0.22,4.6,0.17,1.2,0.27,3.4,0.13,0.159,1.8,0.049,1.3,0.005,1.7,1,2,-0.295,0.41
998,0.5,0.4,14,19,5,4.1,0.15,3.7,0.11,3.2,0.25,2.2,0.21,1.7,0.13,1.8,0.26,0.188,1,0.154,0.7,0.044,1.4,1.7,2,-0.416,0.55
687,0.5,0.2,15,11,10,4.8,0.22,3.8,0.24,4.2,0.21,3.4,0.27,2,0.24,3.8,0.14,0.1,1.9,0.085,0.5,0.072,1.5,1.1,0.4,-0.381,0.502
595,0.6,0.3,16,23,2,2.9,0.26,2.5,0.28,1.4,0.27,4.3,0.26,3.4,0.12,2.9,0.12,0.172,1.1,0.071,1.6,0.014,0.6,2.5,2.3,-0.21,0.456
380,0.7,0.4,12,14,10,2.7,0.17,2.8,0.15,2.6,0.14,1.1,0.3,1.4,0.28,1.6,0.24,0.036,0.9,0.092,1.9,0.022,2,2.5,1.5,-0.212,0.359
107,0.6,0.3,23,15,2,3.4,0.27,2.8,0.14,3.7,0.2,2.8,0.11,1.2,0.26,4.5,0.17,0.032,0.8,0.019,1.1,0.062,1.8,0.1,0.7,-0.262,0.487
969,0.8,0.4,13,28,4,2.9,0.23,3.2,0.19,1.5,0.2,3.7,0.17,3.7,0.3,4.9,0.27,0.194,1,0.054,0.7,0.022,2,0.9,1,-0.097,0.355
435,0.6,0.2,23,20,3,1.9,0.18,2.5,0.12,1.4,0.16,4.8,0.19,2.3,0.15,1.7,0.3,0.062,1.5,0.16,2,0.079,1.2,2.9,1.1,-0.33,0.519
753,0.9,0.3,10,10,10,3.1,0.21,1.6,0.27,2.3,0.27,1.5,0.25,1.7,0.2,3.2,0.21,0.159,1.3,0.093,0.9,0.05,1.6,3,1.4,-0.027,0.151
499,0.5,0.3,11,10,1,1.7,0.15,1.5,0.18,1.2,0.14,2.5,0.11,1.8,0.21,2,0.13,0.17,1.7,0.1,0.8,0.069,1.8,0.1,1.7,-0.177,0.301
969,0.8,0.4,29,15,10,2.2,0.25,2.4,0.19,4.7,0.12,2.5,0.16,3.7,0.22,3.9,0.12,0.118,2,0.014,1.8,0.048,1.6,0.3,1.2,-0.292,0.518
974,0.7,0.2,18,22,3,1.9,0.13,1.4,0.25,1.2,0.21,2.4,0.23,2,0.28,2,0.21,0.072,1,0.089,0.7,0.096,2,1.5,0.2,-0.373,0.57
423,0.6,0.4,17,29,4,2.1,0.29,3.2,0.13,1.1,0.16,2.4,0.12,2.5,0.29,1.3,0.16,0.003,1.3,0.108,1.4,0.046,1,0.4,0.2,-0.169,0.27
337,0.7,0.3,30,10,6,1.3,0.11,1.6,0.18,2,0.15,1.8,0.24,4.8,0.13,2.3,0.12,0.012,1,0.176,0.8,0.057,1,0.8,0.5,-0.227,0.434
374,0.8,0.5,30,28,4,2.7,0.29,2.3,0.29,2.1,0.2,2.1,0.29,1.8,0.11,1.8,0.14,0.123,1.4,0.034,1,0.089,1,1.6,2,-0.223,0.268
484,0.5,0.5,19,17,8,4.6,0.24,2.5,0.24,4.4,0.26,3.1,0.27,4.9,0.15,3.3,0.24,0.003,1.8,0.127,1.9,0.095,0.7,2.8,2,-0.337,0.459
976,0.8,0.2,22,13,5,1.3,0.12,4.6,0.28,3,0.26,2.8,0.17,2.3,0.17,1.9,0.12,0.012,0.5,0.199,0.7,0.075,1.3,1.3,1.1,-0.397,0.474
821,0.9,0.4,17,20,2,1.5,0.23,2.4,0.12,4.9,0.21,3.4,0.17,4.3,0.26,3.7,0.18,0.128,0.7,0.198,1.2,0.073,1.6,1.9,2.7,-0.331,0.397
328,0.7,0.4,21,27,10,4.5,0.17,2.4,0.22,2.7,0.25,3.4,0.27,1.6,0.24,4.6,0.19,0.178,1,0.137,2,0.067,0.6,1.7,2.4,0.105,0.102
270,0.8,0.5,28,11,10,1,0.24,1.3,0.11,3.3,0.11,4.6,0.19,2.3,0.13,1.6,0.17,0.09,1.9,0.019,1.8,0.035,1.7,1.7,2.3,-0.05,0.409
642,0.6,0.2,10,11,10,1,0.28,4.7,0.2,3,0.28,3.7,0.29,4.5,0.11,4.9,0.2,0.136,1.8,0.036,0.6,0.012,1,1.4,0.5,-0.115,0.377
218,0.6,0.4,19,21,4,1.6,0.3,3,0.23,1.2,0.22,3.8,0.18,3.8,0.23,1.8,0.29,0.17,0.8,0.163,0.5,0.025,1.8,1.8,1.3,-0.233,0.458
694,0.5,0.3,29,14,1,4.4,0.16,1.5,0.1,4.7,0.26,2.7,0.16,2.2,0.17,1.3,0.23,0.096,1.6,0.127,1.6,0.003,0.7,0.5,0.6,-0.242,0.374
364,0.6,0.3,28,10,3,4.8,0.26,4.7,0.14,4.2,0.29,1.3,0.22,2.7,0.21,4.9,0.11,0.107,1.1,0.084,1.4,0.036,1.5,1.6,2.3,-0.311,0.433
134,0.9,0.2,18,22,10,1.9,0.25,5,0.14,2.3,0.1,4.8,0.17,4.9,0.18,4.3,0.12,0.003,0.8,0.021,1.8,0.026,0.7,2.3,2.4,-0.132,0.34
589,0.6,0.3,13,26,1,1.6,0.19,2.7,0.3,3.8,0.3,2.2,0.2,2.9,0.11,2.6,0.28,0.099,1.1,0.024,0.8,0.072,1.2,1.1,1.4,-0.238,0.44
176,0.8,0.4,14,17,7,4.8,0.25,3.5,0.15,3.7,0.29,4.9,0.11,2.8,0.18,3.3,0.27,0.171,1.1,0.082,1.2,0.025,0.8,1.8,2.2,-0.134,0.199
801,0.9,0.4,25,27,5,2.9,0.13,2,0.19,2.7,0.25,2.5,0.12,4.4,0.21,1.7,0.18,0.124,1.5,0.2,1.7,0.051,0.8,0.7,2.3,-0.123,0.353
386,0.8,0.4,14,27,10,3.6,0.26,1.4,0.26,1.5,0.12,1.1,0.13,4,0.16,4.9,0.19,0.005,0.8,0.132,0.9,0.097,1.5,3,2.2,-0.299,0.418
434,0.8,0.3,24,30,6,4.5,0.2,2.1,0.3,3,0.19,3.8,0.28,3.7,0.16,4.8,0.22,0.022,1.5,0.092,1.6,0.024,2,2.5,1.8,-0.209,0.361
473,0.8,0.2,15,27,10,2.1,0.25,3.6,0.14,1.1,0.22,4.9,0.26,2.4,0.11,2.6,0.2,0.002,1.9,0.096,1.7,0.002,1.4,0.6,2.5,-0.187,0.351
601,0.6,0.3,24,11,2,1.7,0.28,2.1,0.28,4.2,0.13,3.2,0.29,2.9,0.26,1.9,0.15,0.111,1.8,0.138,1,0.05,1.9,2.6,0.3,-0.057,0.334
221,0.8,0.4,30,28,3,1.5,0.2,4,0.29,3.9,0.21,2,0.14,2.2,0.3,3.9,0.22,0.13,1.4,0.036,0.9,0.082,0.6,1.4,1.2,-0.449,0.278
392,0.8,0.3,29,13,4,3.2,0.19,1.1,0.14,2.3,0.2,3.5,0.27,2.2,0.25,2.2,0.29,0.153,1.8,0.001,1.1,0.036,1.9,0.3,1.7,-0.16,0.39
161,0.7,0.2,25,21,8,1.7,0.19,1.6,0.11,4.9,0.14,3,0.24,1.6,0.29,2.9,0.19,0.007,1.7,0.044,0.9,0.031,1.5,0.8,1.1,-0.381,0.565
526,0.9,0.2,20,13,3,5,0.17,4.6,0.25,1.2,0.29,2.9,0.26,2.7,0.3,4.1,0.22,0.158,1.2,0.173,1.9,0.06,0.9,0.9,1.7,-0.134,0.244
819,0.8,0.4,28,27,4,3.4,0.19,2.5,0.23,4.7,0.27,1.7,0.17,3.7,0.17,2.6,0.16,0.082,1.7,0.198,1.7,0.062,1.8,2.9,0.2,-0.16,0.272
774,0.9,0.3,18,27,6,1.7,0.21,1.3,0.16,2.3,0.16,1.3,0.1,3.8,0.27,4.1,0.26,0.087,1.1,0.105,1,0.029,1.9,1.3,2.7,-0.22,0.483
699,0.6,0.2,26,15,4,2.6,0.13,1.1,0.1,4.3,0.21,1.6,0.15,1.8,0.14,3,0.26,0.192,1.6,0.181,0.7,0.056,0.7,2.6,1.5,-0.386,0.492
878,0.6,0.4,26,22,2,1.8,0.22,2.6,0.24,2.2,0.19,4.3,0.27,1.9,0.22,2,0.2,0.075,1.1,0.063,0.5,0.016,0.8,1.6,1.1,-0.146,0.336
288,0.6,0.4,11,28,10,2.2,0.29,1.4,0.25,4,0.12,3.9,0.18,3.8,0.22,1.9,0.19,0.134,0.6,0.057,0.6,0.068,0.7,1,0.8,-0.156,0.168
920,0.7,0.3,24,16,8,3.6,0.29,3.1,0.27,1.4,0.19,3.9,0.14,1.5,0.19,1.9,0.15,0.158,0.9,0.145,0.8,0.08,1.6,2.6,0.1,-0.363,0.453
344,0.8,0.3,25,28,7,4.7,0.17,3.6,0.26,1.4,0.13,1.4,0.2,1.6,0.29,2,0.28,0.193,1.7,0.002,1,0.048,1.5,1.3,0.4,-0.371,0.485
952,0.8,0.4,13,29,2,1.2,0.23,4.6,0.13,2.1,0.29,1,0.19,3.8,0.1,1.9,0.16,0.067,2,0.196,0.5,0.018,0.7,1.6,1.8,-0.291,0.431
308,0.6,0.4,26,15,5,1.2,0.18,2.4,0.27,1.6,0.21,3.1,0.18,4.5,0.1,4.7,0.17,0.126,0.9,0.006,0.7,0.03,1.6,2.9,0.7,-0.228,0.382
578,0.5,0.3,20,29,9,2.2,0.26,1.8,0.17,4.5,0.17,1.5,0.2,3.9,0.21,4.6,0.29,0.12,1.9,0.125,1.7,0.012,1.5,2.2,1.6,-0.25,0.439
800,0.7,0.3,22,18,10,1.7,0.24,3.5,0.15,4.4,0.12,1.5,0.17,2.2,0.15,2.6,0.16,0.158,1.4,0.086,1,0.06,0.8,0.2,1.3,-0.105,0.441
169,0.6,0.3,24,22,8,1.7,0.11,2.8,0.22,4.7,0.13,1.4,0.15,4.8,0.18,3.6,0.2,0.021,1.1,0.114,2,0.019,1.8,0.6,2.2,-0.161,0.259
484,0.7,0.3,23,10,5,3.5,0.23,3.9,0.25,4.1,0.12,2.9,0.29,1,0.19,4.8,0.29,0.122,1.2,0.012,1.8,0.076,2,1.8,2.4,-0.286,0.531
199,0.8,0.2,20,30,5,3.4,0.23,3.4,0.27,1.6,0.29,4.5,0.28,1.3,0.29,3.4,0.16,0.163,1.3,0.121,1.1,0.027,1.8,1.7,3,-0.294,0.398
305,0.6,0.2,19,13,5,4.3,0.13,1.1,0.2,1.8,0.26,2.5,0.2,4,0.18,4.3,0.24,0.012,1.2,0.001,1,0.023,0.8,0.9,1.3,-0.039,0.322
126,0.7,0.5,28,12,7,4.7,0.17,4.5,0.17,1.8,0.27,1.8,0.29,3.3,0.2,3.7,0.17,0.034,1.2,0.096,0.6,0.083,1,0.8,2.8,-0.243,0.348
682,0.7,0.4,15,15,10,2.5,0.29,4.2,0.14,1.9,0.14,2.5,0.25,1.8,0.15,4.2,0.26,0.183,1.6,0.103,1,0.071,0.6,1.8,2.1,-0.336,0.462
858,0.8,0.3,18,11,3,3.2,0.29,4.7,0.11,4.3,0.2,3.6,0.1,4.2,0.27,3.8,0.11,0.047,1.5,0.015,1.7,0.1,1.1,1.7,2.5,-0.173,0.493
122,0.8,0.3,29,26,9,4.1,0.14,2.4,0.11,2.9,0.23,4.2,0.27,2.2,0.29,2.7,0.23,0.035,1,0.033,0.8,0.043,1.4,0.4,0.2,-0.355,0.51
637,0.9,0.2,26,29,8,1.3,0.22,2.6,0.11,1.5,0.25,2.1,0.19,3.7,0.13,2.3,0.3,0.135,0.9,0.008,0.6,0.061,1.4,1,2.1,-0.049,0.423
176,0.5,0.3,16,16,5,3.3,0.14,2.8,0.29,3.9,0.3,2.5,0.19,1.2,0.13,2.8,0.15,0.018,0.5,0.165,1.6,0.067,1.9,0.4,0.7,-0.222,0.369
700,0.7,0.4,11,27,6,3.6,0.14,2.3,0.27,1.8,0.26,4,0.15,3.6,0.25,3,0.28,0.086,0.8,0.056,1.5,0.009,0.9,0.2,1,-0.204,0.465
846,0.5,0.4,15,12,1,1.6,0.15,2.4,0.2,4,0.25,3.4,0.19,4.3,0.26,4.1,0.16,0.112,1.6,0.129,1.9,0.092,2,2.8,1.2,-0.029,0.377
709,0.9,0.4,29,10,8,2.9,0.11,3.6,0.13,1.9,0.14,1.9,0.19,3.1,0.25,1.7,0.29,0.069,1.6,0.199,1.8,0.022,1.9,1.7,1.1,-0.181,0.41
195,0.7,0.3,14,22,3,1.6,0.22,1.7,0.1,2,0.26,2.4,0.14,3.4,0.11,3.1,0.27,0.112,1.9,0.072,0.5,0.046,0.9,1.3,1.1,-0.308,0.387
579,0.6,0.3,17,23,6,4.9,0.18,4.9,0.3,2.2,0.3,1.5,0.13,2.2,0.2,3.9,0.12,0.075,1,0.17,2,0.072,1.2,1,1.3,-0.194,0.481
142,0.7,0.5,27,20,7,1.8,0.11,4.8,0.19,2.6,0.14,2.1,0.2,1.5,0.15,3.5,0.12,0.138,1.8,0.186,0.7,0.073,1,2.9,0.6,-0.334,0.28
479,0.8,0.4,11,17,1,4.4,0.19,1.9,0.13,3.7,0.27,4.3,0.12,1.9,0.28,3,0.17,0.015,1.7,0.151,1.6,0.066,0.9,2.4,2.9,-0.31,0.405
437,0.8,0.4,17,29,6,2.4,0.25,4.6,0.21,3.2,0.21,3.6,0.19,2.6,0.26,3.5,0.13,0.036,1.2,0.198,1.9,0.074,0.5,0.9,1.9,-0.132,0.26
734,0.6,0.4,14,13,9,4.1,0.25,4.7,0.2,4.8,0.12,4.2,0.28,1.5,0.22,4.6,0.24,0.176,1.1,0.02,1.8,0.006,0.6,0.4,1,-0.155,0.407
210,0.5,0.4,28,30,10,2.9,0.24,1.6,0.13,2.2,0.2,3.4,0.26,3.1,0.13,1.6,0.3,0.001,2,0.143,1.2,0.042,1.8,2.5,1,-0.401,0.513
257,0.8,0.3,13,12,9,4.8,0.24,1.6,0.22,2.7,0.21,2.9,0.2,3.6,0.26,3.4,0.27,0.189,0.7,0.024,1.9,0.078,1.8,2.4,0.3,-0.275,0.377
446,0.6,0.3,13,28,10,4,0.12,3.4,0.14,4.3,0.24,3.1,0.26,2,0.24,5,0.25,0.172,1.3,0.146,2,0.037,1.6,1.7,0.9,-0.077,0.334
497,0.8,0.4,29,22,1,2.4,0.16,4.5,0.21,4.1,0.14,3.6,0.2,1.7,0.21,4.9,0.28,0.01,1.6,0.107,1.3,0.096,2,0.6,0.2,-0.176,0.328
222,0.5,0.4,12,29,6,4.8,0.1,2.3,0.13,1.5,0.22,1.5,0.11,4,0.14,1,0.19,0.146,1.5,0.055,1.9,0.018,1.7,0.5,1.7,-0.199,0.377
316,0.7,0.2,20,15,1,1.6,0.16,3.9,0.2,1.8,0.26,1.6,0.15,3.7,0.26,2.5,0.11,0.112,0.8,0.04,0.6,0.023,1.4,2,0.7,-0.18,0.3
686,0.8,0.4,14,23,10,4.9,0.11,2,0.18,4.8,0.12,4.1,0.1,2.2,0.21,1.2,0.25,0.05,0.6,0.057,0.5,0.044,0.6,0.8,0.3,-0.261,0.394
292,0.8,0.4,16,22,1,1.2,0.19,2.2,0.16,3.6,0.27,4.1,0.19,3.9,0.3,1,0.3,0.116,0.7,0.027,1,0.091,1.7,2.4,1,-0.304,0.471
962,0.8,0.5,28,16,3,2.3,0.23,1.7,0.11,2.3,0.29,3.7,0.19,3.2,0.13,4.2,0.29,0.095,0.9,0.115,1,0.039,1.1,2.7,2.2,-0.206,0.307
518,0.6,0.2,21,25,6,3.2,0.21,2,0.11,4.2,0.16,4.3,0.16,3.3,0.14,2.5,0.17,0.117,1.2,0.136,1.1,0.069,1.4,2.9,1.7,-0.333,0.492
287,0.6,0.2,19,17,4,3.2,0.15,2.3,0.11,2,0.26,2.3,0.27,4.2,0.23,3.2,0.13,0.005,1,0.02,1.3,0.062,0.6,1.2,1.2,-0.243,0.49
938,0.8,0.4,23,25,3,4.1,0.23,4.1,0.24,1.8,0.13,1.2,0.19,1,0.21,3.9,0.17,0.06,1.9,0.112,0.7,0.035,1.9,2.8,2.7,-0.248,0.37
120,0.7,0.4,27,30,3,2.5,0.25,4.7,0.19,2.8,0.27,4.5,0.12,3.6,0.19,3.2,0.16,0.156,0.8,0.152,0.6,0.005,1.5,0.8,2.8,-0.129,0.358
750,0.8,0.3,11,10,5,1.6,0.11,4.7,0.11,1,0.2,4.4,0.18,4.4,0.18,3.7,0.14,0.003,0.9,0.16,0.9,0.044,0.9,1,0.2,0.047,-0.036
560,0.7,0.2,17,30,3,2.2,0.15,2,0.21,3.1,0.16,3.8,0.19,2.2,0.24,1.8,0.23,0.152,1.5,0.132,1.3,0.064,1.8,1.6,1.4,-0.118,0.314
876,0.8,0.4,14,11,2,2.8,0.27,2.4,0.23,1.8,0.1,4.1,0.22,1.2,0.18,4.2,0.28,0.107,0.9,0.143,1.3,0.052,1.6,1.5,2.3,-0.262,0.381
